model,RTD,RTS,MC_AC,subsidy_pct
M-OP,1.3820031830067272,1.3800927120599618,0.7175742737647093,28.24257262352907
M-FU,1.3820031830067272,1.3800927120599618,0.6997633583604563,30.023664163954365
