imputation,model,beta1_ols,beta2_ols,RTD_ols,cond
coches-km imp.,M-OP,-0.02345834761935639,0.9982802270862243,-42.62874846201279,953.1784602196127
coches-km imp.,M-FU,-1.0740411714571754,1.903836188735149,-0.9310630044500788,953.1784602196127
pax imp.,M-OP,0.9999999999999994,2.0618392411270946e-15,1.0000000000000007,953.1784602196127
pax imp.,M-FU,0.9999999999999999,1.2775633836606723e-15,1.0000000000000002,953.1784602196127
